  -1.1409543e+02   4.8994634e+01
  -1.1829059e+02   4.9003415e+01
  -1.2273253e+02   4.9003415e+01
  -1.2276909e+02   4.8994634e+01
  -1.2279651e+02   4.8959512e+01
  -1.2275081e+02   4.8950732e+01
  -1.2274167e+02   4.8941951e+01
  -1.2274167e+02   4.8898049e+01
  -1.2272339e+02   4.8862927e+01
  -1.2267769e+02   4.8819024e+01
  -1.2265027e+02   4.8757561e+01
  -1.2261371e+02   4.8740000e+01
  -1.2256801e+02   4.8766341e+01
  -1.2254059e+02   4.8766341e+01
  -1.2249489e+02   4.8740000e+01
  -1.2248575e+02   4.8696098e+01
  -1.2248575e+02   4.8678537e+01
  -1.2245833e+02   4.8625854e+01
  -1.2244919e+02   4.8581951e+01
  -1.2245833e+02   4.8581951e+01
  -1.2247661e+02   4.8581951e+01
  -1.2252231e+02   4.8581951e+01
  -1.2252231e+02   4.8555610e+01
  -1.2252231e+02   4.8529268e+01
  -1.2252231e+02   4.8494146e+01
  -1.2253145e+02   4.8494146e+01
  -1.2256801e+02   4.8494146e+01
  -1.2260457e+02   4.8494146e+01
  -1.2264113e+02   4.8494146e+01
  -1.2264113e+02   4.8441463e+01
  -1.2259543e+02   4.8423902e+01
  -1.2253145e+02   4.8397561e+01
  -1.2246747e+02   4.8362439e+01
  -1.2243091e+02   4.8327317e+01
  -1.2241263e+02   4.8309756e+01
  -1.2241263e+02   4.8300976e+01
  -1.2238522e+02   4.8221951e+01
  -1.2236694e+02   4.8204390e+01
  -1.2236694e+02   4.8151707e+01
  -1.2233038e+02   4.8107805e+01
  -1.2228468e+02   4.8072683e+01
  -1.2223898e+02   4.8046341e+01
  -1.2220242e+02   4.8037561e+01
  -1.2219328e+02   4.8020000e+01
  -1.2225726e+02   4.7976098e+01
  -1.2230296e+02   4.7923415e+01
  -1.2232124e+02   4.7897073e+01
  -1.2234866e+02   4.7844390e+01
  -1.2236694e+02   4.7818049e+01
  -1.2241263e+02   4.7800488e+01
  -1.2244005e+02   4.7800488e+01
  -1.2253145e+02   4.7861951e+01
  -1.2254973e+02   4.7888293e+01
  -1.2255887e+02   4.7905854e+01
  -1.2259543e+02   4.7914634e+01
  -1.2262285e+02   4.7914634e+01
  -1.2264113e+02   4.7923415e+01
  -1.2268683e+02   4.7940976e+01
  -1.2270511e+02   4.7976098e+01
  -1.2270511e+02   4.7976098e+01
  -1.2272339e+02   4.8028780e+01
  -1.2275995e+02   4.8037561e+01
  -1.2278737e+02   4.8081463e+01
  -1.2275081e+02   4.8142927e+01
  -1.2279651e+02   4.8142927e+01
  -1.2283306e+02   4.8142927e+01
  -1.2287876e+02   4.8125366e+01
  -1.2292446e+02   4.8107805e+01
  -1.2295188e+02   4.8107805e+01
  -1.2297930e+02   4.8107805e+01
  -1.2301586e+02   4.8090244e+01
  -1.2302500e+02   4.8090244e+01
  -1.2305242e+02   4.8099024e+01
  -1.2305242e+02   4.8116585e+01
  -1.2307070e+02   4.8134146e+01
  -1.2308898e+02   4.8160488e+01
  -1.2311640e+02   4.8169268e+01
  -1.2318038e+02   4.8134146e+01
  -1.2320780e+02   4.8125366e+01
  -1.2324435e+02   4.8116585e+01
  -1.2329005e+02   4.8116585e+01
  -1.2333575e+02   4.8116585e+01
  -1.2344543e+02   4.8134146e+01
  -1.2348199e+02   4.8134146e+01
  -1.2351855e+02   4.8134146e+01
  -1.2353683e+02   4.8134146e+01
  -1.2358253e+02   4.8134146e+01
  -1.2360995e+02   4.8134146e+01
  -1.2367392e+02   4.8151707e+01
  -1.2372876e+02   4.8151707e+01
  -1.2376532e+02   4.8151707e+01
  -1.2383844e+02   4.8160488e+01
  -1.2384758e+02   4.8160488e+01
  -1.2387500e+02   4.8160488e+01
  -1.2389328e+02   4.8160488e+01
  -1.2390242e+02   4.8160488e+01
  -1.2393898e+02   4.8160488e+01
  -1.2403952e+02   4.8169268e+01
  -1.2413091e+02   4.8204390e+01
  -1.2416747e+02   4.8221951e+01
  -1.2421317e+02   4.8239512e+01
  -1.2428629e+02   4.8274634e+01
  -1.2433199e+02   4.8274634e+01
  -1.2437769e+02   4.8283415e+01
  -1.2442339e+02   4.8292195e+01
  -1.2445081e+02   4.8318537e+01
  -1.2447823e+02   4.8344878e+01
  -1.2449651e+02   4.8353659e+01
  -1.2454220e+02   4.8362439e+01
  -1.2454220e+02   4.8362439e+01
  -1.2459704e+02   4.8406341e+01
  -1.2462446e+02   4.8406341e+01
  -1.2467016e+02   4.8388780e+01
  -1.2467930e+02   4.8380000e+01
  -1.2467930e+02   4.8344878e+01
  -1.2468844e+02   4.8292195e+01
  -1.2468844e+02   4.8257073e+01
  -1.2471586e+02   4.8195610e+01
